,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_advantage,match_outcome,home_team_recent_form,away_team_recent_form
46023,2023-06-16,San Marino,Kazakhstan,0,3,UEFA Euro qualification,Parma,Italy,True,0,2,0.0,0.6
46022,2023-06-16,Denmark,Northern Ireland,1,0,UEFA Euro qualification,Copenhagen,Denmark,False,1,1,0.4,0.4
46020,2023-06-16,Latvia,Turkey,2,3,UEFA Euro qualification,Riga,Latvia,False,1,2,0.0,0.6
46026,2023-06-16,Kosovo,Romania,0,0,UEFA Euro qualification,Pristina,Kosovo,False,1,0,0.2,0.8
46018,2023-06-16,North Macedonia,Ukraine,2,3,UEFA Euro qualification,Skopje,North Macedonia,False,1,2,0.4,0.2
46017,2023-06-16,Malta,England,0,4,UEFA Euro qualification,Ta' Qali,Malta,False,1,2,0.2,0.6
46016,2023-06-16,Greece,Republic of Ireland,2,1,UEFA Euro qualification,Athens,Greece,False,1,1,0.4,0.6
46015,2023-06-16,Gibraltar,France,0,3,UEFA Euro qualification,Faro-Loulé,Portugal,True,0,2,0.4,1.0
46011,2023-06-16,Poland,Germany,1,0,Friendly,Warsaw,Poland,False,1,1,0.4,0.0
46019,2023-06-16,Wales,Armenia,2,4,UEFA Euro qualification,Cardiff,Wales,False,1,2,0.2,0.0
46043,2023-06-17,Portugal,Bosnia and Herzegovina,3,0,UEFA Euro qualification,Lisbon,Portugal,False,1,1,0.8,0.6
46040,2023-06-17,Montenegro,Hungary,0,0,UEFA Euro qualification,Podgorica,Montenegro,False,1,0,0.2,0.6
46042,2023-06-17,Iceland,Slovakia,1,2,UEFA Euro qualification,Reykjavík,Iceland,False,1,2,0.2,0.2
46041,2023-06-17,Luxembourg,Liechtenstein,2,0,UEFA Euro qualification,Luxembourg,Luxembourg,False,1,1,0.0,0.0
46039,2023-06-17,Lithuania,Bulgaria,1,1,UEFA Euro qualification,Kaunas,Lithuania,False,1,0,0.0,0.4
46033,2023-06-17,Norway,Scotland,1,2,UEFA Euro qualification,Oslo,Norway,False,1,2,0.2,0.6
46037,2023-06-17,Azerbaijan,Estonia,1,1,UEFA Euro qualification,Baku,Azerbaijan,False,1,0,0.6,0.4
46034,2023-06-17,Cyprus,Georgia,1,2,UEFA Euro qualification,Larnaca,Cyprus,False,1,2,0.2,0.6
46038,2023-06-17,Belgium,Austria,1,1,UEFA Euro qualification,Brussels,Belgium,False,1,0,0.6,0.8
46036,2023-06-17,Albania,Moldova,2,0,UEFA Euro qualification,Tirana,Albania,False,1,1,0.2,0.2
46035,2023-06-17,Faroe Islands,Czech Republic,0,3,UEFA Euro qualification,Tórshavn,Faroe Islands,False,1,2,0.2,0.4
46061,2023-06-18,Netherlands,Italy,2,3,UEFA Nations League,Enschede,Netherlands,False,1,2,0.6,0.4
46062,2023-06-18,Croatia,Spain,0,0,UEFA Nations League,Rotterdam,Netherlands,True,0,0,0.6,0.6
46089,2023-06-19,Israel,Andorra,2,1,UEFA Euro qualification,Jerusalem,Israel,False,1,1,0.2,0.0
46088,2023-06-19,Switzerland,Romania,2,2,UEFA Euro qualification,Lucerne,Switzerland,False,1,0,0.8,0.6
46087,2023-06-19,Belarus,Kosovo,2,1,UEFA Euro qualification,Budapest,Hungary,True,0,1,0.0,0.0
46086,2023-06-19,Slovenia,Denmark,1,1,UEFA Euro qualification,Ljubljana,Slovenia,False,1,0,0.8,0.6
46085,2023-06-19,Northern Ireland,Kazakhstan,0,1,UEFA Euro qualification,Belfast,Northern Ireland,False,1,2,0.4,0.6
46084,2023-06-19,Finland,San Marino,6,0,UEFA Euro qualification,Helsinki,Finland,False,1,1,0.4,0.0
46082,2023-06-19,Armenia,Latvia,2,1,UEFA Euro qualification,Yerevan,Armenia,False,1,1,0.2,0.0
46081,2023-06-19,England,North Macedonia,7,0,UEFA Euro qualification,Manchester,England,False,1,1,0.8,0.4
46080,2023-06-19,Ukraine,Malta,1,0,UEFA Euro qualification,Trnava,Slovakia,True,0,1,0.4,0.2
46079,2023-06-19,France,Greece,1,0,UEFA Euro qualification,Paris,France,False,1,1,1.0,0.4
46078,2023-06-19,Republic of Ireland,Gibraltar,3,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,1,1,0.4,0.4
46083,2023-06-19,Turkey,Wales,2,0,UEFA Euro qualification,Samsun,Turkey,False,1,1,0.8,0.2
46116,2023-06-20,Liechtenstein,Slovakia,0,1,UEFA Euro qualification,Vaduz,Liechtenstein,False,1,2,0.0,0.4
46115,2023-06-20,Bosnia and Herzegovina,Luxembourg,0,2,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,1,2,0.4,0.2
46114,2023-06-20,Iceland,Portugal,0,1,UEFA Euro qualification,Reykjavík,Iceland,False,1,2,0.2,0.8
46113,2023-06-20,Bulgaria,Serbia,1,1,UEFA Euro qualification,Razgrad,Bulgaria,False,1,0,0.2,0.8
46112,2023-06-20,Hungary,Lithuania,2,0,UEFA Euro qualification,Budapest,Hungary,False,1,1,0.6,0.0
46111,2023-06-20,Estonia,Belgium,0,3,UEFA Euro qualification,Tallinn,Estonia,False,1,2,0.2,0.4
46109,2023-06-20,Moldova,Poland,3,2,UEFA Euro qualification,Chișinău,Moldova,False,1,1,0.0,0.6
46108,2023-06-20,Faroe Islands,Albania,1,3,UEFA Euro qualification,Tórshavn,Faroe Islands,False,1,2,0.0,0.4
46107,2023-06-20,Norway,Cyprus,3,1,UEFA Euro qualification,Oslo,Norway,False,1,1,0.2,0.2
46106,2023-06-20,Scotland,Georgia,2,0,UEFA Euro qualification,Glasgow,Scotland,False,1,1,0.6,0.6
46103,2023-06-20,Montenegro,Czech Republic,1,4,Friendly,Podgorica,Montenegro,False,1,2,0.2,0.6
46110,2023-06-20,Austria,Sweden,2,0,UEFA Euro qualification,Vienna,Austria,False,1,1,0.8,0.6
46246,2023-09-06,Malta,Gibraltar,1,0,Friendly,Ta' Qali,Malta,False,1,1,0.2,0.2
46281,2023-09-07,Slovenia,Northern Ireland,4,2,UEFA Euro qualification,Ljubljana,Slovenia,False,1,1,0.6,0.2
46280,2023-09-07,Denmark,San Marino,4,0,UEFA Euro qualification,Copenhagen,Denmark,False,1,1,0.4,0.0
46279,2023-09-07,Kazakhstan,Finland,0,1,UEFA Euro qualification,Astana,Kazakhstan,False,1,2,0.6,0.6
46278,2023-09-07,Lithuania,Montenegro,2,2,UEFA Euro qualification,Kaunas,Lithuania,False,1,0,0.0,0.2
46277,2023-09-07,Serbia,Hungary,1,2,UEFA Euro qualification,Belgrade,Serbia,False,1,2,0.6,0.8
46275,2023-09-07,Czech Republic,Albania,1,1,UEFA Euro qualification,Prague,Czech Republic,False,1,0,0.6,0.6
46274,2023-09-07,Netherlands,Greece,3,0,UEFA Euro qualification,Eindhoven,Netherlands,False,1,1,0.4,0.4
46273,2023-09-07,France,Republic of Ireland,2,0,UEFA Euro qualification,Paris,France,False,1,1,1.0,0.6
46260,2023-09-07,Austria,Moldova,1,1,Friendly,Pasching,Austria,False,1,0,0.8,0.2
46276,2023-09-07,Poland,Faroe Islands,2,0,UEFA Euro qualification,Warsaw,Poland,False,1,1,0.4,0.0
46307,2023-09-08,Slovakia,Portugal,0,1,UEFA Euro qualification,Bratislava,Slovakia,False,1,2,0.6,1.0
46306,2023-09-08,Luxembourg,Iceland,3,1,UEFA Euro qualification,Luxembourg,Luxembourg,False,1,1,0.4,0.2
46305,2023-09-08,Bosnia and Herzegovina,Liechtenstein,2,1,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,1,1,0.2,0.0
46304,2023-09-08,Turkey,Armenia,1,1,UEFA Euro qualification,Eskişehir,Turkey,False,1,0,0.8,0.4
46302,2023-09-08,Cyprus,Scotland,0,3,UEFA Euro qualification,Larnaca,Cyprus,False,1,2,0.2,0.8
46303,2023-09-08,Croatia,Latvia,5,0,UEFA Euro qualification,Rijeka,Croatia,False,1,1,0.4,0.0
46301,2023-09-08,Georgia,Spain,1,7,UEFA Euro qualification,Tbilisi,Georgia,False,1,2,0.6,0.4
46322,2023-09-09,Ukraine,England,1,1,UEFA Euro qualification,Wrocław,Poland,True,0,0,0.4,0.8
46323,2023-09-09,North Macedonia,Italy,1,1,UEFA Euro qualification,Skopje,North Macedonia,False,1,0,0.4,0.4
46324,2023-09-09,Azerbaijan,Belgium,0,1,UEFA Euro qualification,Baku,Azerbaijan,False,1,2,0.4,0.6
46325,2023-09-09,Estonia,Sweden,0,5,UEFA Euro qualification,Tallinn,Estonia,False,1,2,0.2,0.6
46326,2023-09-09,Andorra,Belarus,0,0,UEFA Euro qualification,Andorra la Vella,Andorra,False,1,0,0.0,0.2
46327,2023-09-09,Kosovo,Switzerland,2,2,UEFA Euro qualification,Pristina,Kosovo,False,1,0,0.0,0.6
46328,2023-09-09,Romania,Israel,1,1,UEFA Euro qualification,Bucharest,Romania,False,1,0,0.6,0.4
46338,2023-09-10,Republic of Ireland,Netherlands,1,2,UEFA Euro qualification,Dublin,Republic of Ireland,False,1,2,0.4,0.4
46346,2023-09-10,San Marino,Slovenia,0,4,UEFA Euro qualification,Serravalle,San Marino,False,1,2,0.0,0.6
46345,2023-09-10,Kazakhstan,Northern Ireland,1,0,UEFA Euro qualification,Astana,Kazakhstan,False,1,1,0.6,0.2
46344,2023-09-10,Finland,Denmark,0,1,UEFA Euro qualification,Helsinki,Finland,False,1,2,0.8,0.6
46343,2023-09-10,Lithuania,Serbia,1,3,UEFA Euro qualification,Kaunas,Lithuania,False,1,2,0.0,0.4
46334,2023-09-10,Hungary,Czech Republic,1,1,Friendly,Budapest,Hungary,False,1,0,0.8,0.6
46341,2023-09-10,Albania,Poland,2,0,UEFA Euro qualification,Tirana,Albania,False,1,1,0.6,0.6
46340,2023-09-10,Faroe Islands,Moldova,0,1,UEFA Euro qualification,Tórshavn,Faroe Islands,False,1,2,0.0,0.2
46339,2023-09-10,Greece,Gibraltar,5,0,UEFA Euro qualification,Athens,Greece,False,1,1,0.4,0.0
46342,2023-09-10,Montenegro,Bulgaria,2,1,UEFA Euro qualification,Podgorica,Montenegro,False,1,1,0.2,0.0
46362,2023-09-11,Portugal,Luxembourg,9,0,UEFA Euro qualification,São João da Venda,Portugal,False,1,1,1.0,0.6
46363,2023-09-11,Slovakia,Liechtenstein,3,0,UEFA Euro qualification,Bratislava,Slovakia,False,1,1,0.6,0.0
46361,2023-09-11,Iceland,Bosnia and Herzegovina,1,0,UEFA Euro qualification,Reykjavík,Iceland,False,1,1,0.2,0.4
46359,2023-09-11,Armenia,Croatia,0,1,UEFA Euro qualification,Yerevan,Armenia,False,1,2,0.4,0.6
46360,2023-09-11,Latvia,Wales,0,2,UEFA Euro qualification,Riga,Latvia,False,1,2,0.0,0.2
46406,2023-09-12,Romania,Kosovo,2,0,UEFA Euro qualification,Bucharest,Romania,False,1,1,0.4,0.0
46404,2023-09-12,Switzerland,Andorra,3,0,UEFA Euro qualification,Sion,Switzerland,False,1,1,0.6,0.0
46403,2023-09-12,Sweden,Austria,1,3,UEFA Euro qualification,Stockholm,Sweden,False,1,2,0.6,0.6
46402,2023-09-12,Belgium,Estonia,5,0,UEFA Euro qualification,Brussels,Belgium,False,1,1,0.8,0.0
46401,2023-09-12,Malta,North Macedonia,0,2,UEFA Euro qualification,Ta' Qali,Malta,False,1,2,0.4,0.4
46405,2023-09-12,Israel,Belarus,1,0,UEFA Euro qualification,Tel Aviv,Israel,False,1,1,0.4,0.2
46399,2023-09-12,Spain,Cyprus,6,0,UEFA Euro qualification,Granada,Spain,False,1,1,0.6,0.0
46398,2023-09-12,Norway,Georgia,2,1,UEFA Euro qualification,Oslo,Norway,False,1,1,0.2,0.4
46391,2023-09-12,Scotland,England,1,3,Friendly,Glasgow,Scotland,False,1,2,1.0,0.8
46381,2023-09-12,Germany,France,2,1,Friendly,Dortmund,Germany,False,1,1,0.0,1.0
46400,2023-09-12,Italy,Ukraine,2,1,UEFA Euro qualification,Milan,Italy,False,1,1,0.4,0.4
46410,2023-10-11,Wales,Gibraltar,4,0,Friendly,Wrexham,Wales,False,1,1,0.4,0.0
46448,2023-10-12,Andorra,Kosovo,0,3,UEFA Euro qualification,Andorra la Vella,Andorra,False,1,2,0.0,0.0
46441,2023-10-12,Sweden,Moldova,3,1,Friendly,Stockholm,Sweden,False,1,1,0.4,0.4
46442,2023-10-12,Spain,Scotland,2,0,UEFA Euro qualification,Seville,Spain,False,1,1,0.6,0.8
46443,2023-10-12,Cyprus,Norway,0,4,UEFA Euro qualification,Larnaca,Cyprus,False,1,2,0.0,0.4
46444,2023-10-12,Latvia,Armenia,2,0,UEFA Euro qualification,Riga,Latvia,False,1,1,0.0,0.4
46445,2023-10-12,Croatia,Turkey,0,1,UEFA Euro qualification,Osijek,Croatia,False,1,2,0.8,0.6
46446,2023-10-12,Faroe Islands,Poland,0,2,UEFA Euro qualification,Tórshavn,Faroe Islands,False,1,2,0.0,0.6
46447,2023-10-12,Albania,Czech Republic,3,0,UEFA Euro qualification,Tirana,Albania,False,1,1,0.6,0.4
46449,2023-10-12,Belarus,Romania,0,0,UEFA Euro qualification,Budapest,Hungary,True,0,0,0.2,0.4
46472,2023-10-13,Iceland,Luxembourg,1,1,UEFA Euro qualification,Reykjavík,Iceland,False,1,0,0.4,0.6
46473,2023-10-13,Portugal,Slovakia,3,2,UEFA Euro qualification,Porto,Portugal,False,1,1,1.0,0.8
46474,2023-10-13,Liechtenstein,Bosnia and Herzegovina,0,2,UEFA Euro qualification,Vaduz,Liechtenstein,False,1,2,0.0,0.2
46471,2023-10-13,Austria,Belgium,2,3,UEFA Euro qualification,Vienna,Austria,False,1,2,0.6,0.8
46469,2023-10-13,Netherlands,France,1,2,UEFA Euro qualification,Amsterdam,Netherlands,False,1,2,0.6,0.8
46470,2023-10-13,Estonia,Azerbaijan,0,2,UEFA Euro qualification,Tallinn,Estonia,False,1,2,0.0,0.2
46468,2023-10-13,Republic of Ireland,Greece,0,2,UEFA Euro qualification,Dublin,Republic of Ireland,False,1,2,0.2,0.4
46486,2023-10-14,Ukraine,North Macedonia,2,0,UEFA Euro qualification,Prague,Czech Republic,True,0,1,0.4,0.4
46487,2023-10-14,Italy,Malta,4,0,UEFA Euro qualification,Bari,Italy,False,1,1,0.6,0.4
46488,2023-10-14,Bulgaria,Lithuania,0,2,UEFA Euro qualification,Sofia,Bulgaria,False,1,2,0.0,0.0
46489,2023-10-14,Hungary,Serbia,2,1,UEFA Euro qualification,Budapest,Hungary,False,1,1,0.6,0.6
46490,2023-10-14,Northern Ireland,San Marino,3,0,UEFA Euro qualification,Belfast,Northern Ireland,False,1,1,0.0,0.0
46491,2023-10-14,Slovenia,Finland,3,0,UEFA Euro qualification,Ljubljana,Slovenia,False,1,1,0.6,0.8
46492,2023-10-14,Denmark,Kazakhstan,3,1,UEFA Euro qualification,Copenhagen,Denmark,False,1,1,0.6,0.8
46509,2023-10-15,Romania,Andorra,4,0,UEFA Euro qualification,Bucharest,Romania,False,1,1,0.2,0.0
46508,2023-10-15,Switzerland,Belarus,3,3,UEFA Euro qualification,St. Gallen,Switzerland,False,1,0,0.6,0.2
46507,2023-10-15,Poland,Moldova,1,1,UEFA Euro qualification,Warsaw,Poland,False,1,0,0.6,0.4
46506,2023-10-15,Czech Republic,Faroe Islands,1,0,UEFA Euro qualification,Plzeň,Czech Republic,False,1,1,0.4,0.0
46503,2023-10-15,Norway,Spain,0,1,UEFA Euro qualification,Oslo,Norway,False,1,2,0.6,0.8
46504,2023-10-15,Wales,Croatia,2,1,UEFA Euro qualification,Cardiff,Wales,False,1,1,0.6,0.6
46502,2023-10-15,Georgia,Cyprus,4,0,UEFA Euro qualification,Tbilisi,Georgia,False,1,1,0.2,0.0
46505,2023-10-15,Turkey,Latvia,4,0,UEFA Euro qualification,Konya,Turkey,False,1,1,0.6,0.2
46526,2023-10-16,Bosnia and Herzegovina,Portugal,0,5,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,1,2,0.4,1.0
46527,2023-10-16,Luxembourg,Slovakia,0,1,UEFA Euro qualification,Luxembourg,Luxembourg,False,1,2,0.6,0.6
46525,2023-10-16,Iceland,Liechtenstein,4,0,UEFA Euro qualification,Reykjavík,Iceland,False,1,1,0.2,0.0
46524,2023-10-16,Belgium,Sweden,1,1,UEFA Euro qualification,Brussels,Belgium,False,1,0,0.8,0.6
46523,2023-10-16,Azerbaijan,Austria,0,1,UEFA Euro qualification,Baku,Azerbaijan,False,1,2,0.2,0.4
46522,2023-10-16,Greece,Netherlands,0,1,UEFA Euro qualification,Athens,Greece,False,1,2,0.6,0.4
46521,2023-10-16,Gibraltar,Republic of Ireland,0,4,UEFA Euro qualification,Faro-Loulé,Portugal,True,0,2,0.0,0.2
46579,2023-10-17,San Marino,Denmark,1,2,UEFA Euro qualification,Serravalle,San Marino,False,1,2,0.0,0.8
46578,2023-10-17,Northern Ireland,Slovenia,0,1,UEFA Euro qualification,Belfast,Northern Ireland,False,1,2,0.2,0.6
46577,2023-10-17,Finland,Kazakhstan,1,2,UEFA Euro qualification,Helsinki,Finland,False,1,2,0.6,0.6
46575,2023-10-17,Serbia,Montenegro,3,1,UEFA Euro qualification,Belgrade,Serbia,False,1,1,0.4,0.2
46576,2023-10-17,Lithuania,Hungary,2,2,UEFA Euro qualification,Kaunas,Lithuania,False,1,0,0.2,0.6
46573,2023-10-17,England,Italy,3,1,UEFA Euro qualification,London,England,False,1,1,0.8,0.6
46565,2023-10-17,North Macedonia,Armenia,3,1,Friendly,Strumica,North Macedonia,False,1,1,0.2,0.4
46558,2023-10-17,France,Scotland,4,1,Friendly,Lille,France,False,1,1,0.8,0.6
46550,2023-10-17,Albania,Bulgaria,2,0,Friendly,Tirana,Albania,False,1,1,0.8,0.0
46574,2023-10-17,Malta,Ukraine,1,3,UEFA Euro qualification,Ta' Qali,Malta,False,1,2,0.2,0.6
46582,2023-11-12,Kosovo,Israel,1,0,UEFA Euro qualification,Pristina,Kosovo,False,1,1,0.2,0.6
46587,2023-11-15,Belgium,Serbia,1,0,Friendly,Leuven,Belgium,False,1,1,0.8,0.4
46588,2023-11-15,Israel,Switzerland,1,1,UEFA Euro qualification,Felcsút,Hungary,True,0,0,0.6,0.4
46633,2023-11-16,Montenegro,Lithuania,2,0,UEFA Euro qualification,Podgorica,Montenegro,False,1,1,0.2,0.2
46636,2023-11-16,Slovakia,Iceland,4,2,UEFA Euro qualification,Bratislava,Slovakia,False,1,1,0.6,0.4
46634,2023-11-16,Liechtenstein,Portugal,0,2,UEFA Euro qualification,Vaduz,Liechtenstein,False,1,2,0.0,1.0
46632,2023-11-16,Bulgaria,Hungary,2,2,UEFA Euro qualification,Sofia,Bulgaria,False,1,0,0.0,0.6
46635,2023-11-16,Luxembourg,Bosnia and Herzegovina,4,1,UEFA Euro qualification,Luxembourg,Luxembourg,False,1,1,0.4,0.4
46630,2023-11-16,Estonia,Austria,0,2,UEFA Euro qualification,Tallinn,Estonia,False,1,2,0.0,0.6
46629,2023-11-16,Georgia,Scotland,2,2,UEFA Euro qualification,Tbilisi,Georgia,False,1,0,0.4,0.4
46628,2023-11-16,Cyprus,Spain,1,3,UEFA Euro qualification,Limassol,Cyprus,False,1,2,0.0,0.8
46631,2023-11-16,Azerbaijan,Sweden,3,0,UEFA Euro qualification,Baku,Azerbaijan,False,1,1,0.2,0.4
46627,2023-11-16,Norway,Faroe Islands,2,0,Friendly,Oslo,Norway,False,1,1,0.6,0.0
46660,2023-11-17,Kazakhstan,San Marino,3,1,UEFA Euro qualification,Astana,Kazakhstan,False,1,1,0.6,0.0
46659,2023-11-17,Denmark,Slovenia,2,1,UEFA Euro qualification,Copenhagen,Denmark,False,1,1,0.8,0.8
46658,2023-11-17,Finland,Northern Ireland,4,0,UEFA Euro qualification,Helsinki,Finland,False,1,1,0.4,0.2
46654,2023-11-17,England,Malta,2,0,UEFA Euro qualification,London,England,False,1,1,0.8,0.2
46656,2023-11-17,Moldova,Albania,1,1,UEFA Euro qualification,Chișinău,Moldova,False,1,0,0.4,0.8
46655,2023-11-17,Italy,North Macedonia,5,2,UEFA Euro qualification,Rome,Italy,False,1,1,0.6,0.4
46657,2023-11-17,Poland,Czech Republic,1,1,UEFA Euro qualification,Warsaw,Poland,False,1,0,0.4,0.4
46669,2023-11-18,Germany,Turkey,2,3,Friendly,Berlin,Germany,False,1,2,0.2,0.8
46670,2023-11-18,France,Gibraltar,14,0,UEFA Euro qualification,Nice,France,False,1,1,0.8,0.0
46671,2023-11-18,Netherlands,Republic of Ireland,1,0,UEFA Euro qualification,Amsterdam,Netherlands,False,1,1,0.6,0.4
46672,2023-11-18,Armenia,Wales,1,1,UEFA Euro qualification,Yerevan,Armenia,False,1,0,0.2,0.6
46673,2023-11-18,Latvia,Croatia,0,2,UEFA Euro qualification,Riga,Latvia,False,1,2,0.2,0.4
46674,2023-11-18,Belarus,Andorra,1,0,UEFA Euro qualification,Budapest,Hungary,True,0,1,0.2,0.0
46675,2023-11-18,Switzerland,Kosovo,1,1,UEFA Euro qualification,Basel,Switzerland,False,1,0,0.2,0.4
46676,2023-11-18,Israel,Romania,1,2,UEFA Euro qualification,Felcsút,Hungary,True,0,2,0.4,0.4
46695,2023-11-19,Liechtenstein,Luxembourg,0,1,UEFA Euro qualification,Vaduz,Liechtenstein,False,1,2,0.0,0.4
46693,2023-11-19,Portugal,Iceland,2,0,UEFA Euro qualification,Lisbon,Portugal,False,1,1,1.0,0.4
46692,2023-11-19,Serbia,Bulgaria,2,2,UEFA Euro qualification,Leskovac,Serbia,False,1,0,0.4,0.0
46691,2023-11-19,Hungary,Montenegro,3,1,UEFA Euro qualification,Budapest,Hungary,False,1,1,0.4,0.4
46694,2023-11-19,Bosnia and Herzegovina,Slovakia,1,2,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,1,2,0.4,0.6
46689,2023-11-19,Belgium,Azerbaijan,5,0,UEFA Euro qualification,Brussels,Belgium,False,1,1,0.8,0.4
46688,2023-11-19,Spain,Georgia,3,1,UEFA Euro qualification,Valladolid,Spain,False,1,1,1.0,0.2
46687,2023-11-19,Scotland,Norway,3,3,UEFA Euro qualification,Glasgow,Scotland,False,1,0,0.2,0.8
46686,2023-11-19,Cyprus,Lithuania,1,0,Friendly,Limassol,Cyprus,False,1,1,0.0,0.2
46690,2023-11-19,Sweden,Estonia,2,0,UEFA Euro qualification,Stockholm,Sweden,False,1,1,0.4,0.0
46714,2023-11-20,San Marino,Finland,1,2,UEFA Euro qualification,Serravalle,San Marino,False,1,2,0.0,0.4
46713,2023-11-20,Northern Ireland,Denmark,2,0,UEFA Euro qualification,Belfast,Northern Ireland,False,1,1,0.2,1.0
46712,2023-11-20,Czech Republic,Moldova,3,0,UEFA Euro qualification,Olomouc,Czech Republic,False,1,1,0.2,0.2
46715,2023-11-20,Slovenia,Kazakhstan,2,1,UEFA Euro qualification,Ljubljana,Slovenia,False,1,1,0.8,0.6
46710,2023-11-20,Ukraine,Italy,0,0,UEFA Euro qualification,Leverkusen,Germany,True,0,0,0.6,0.6
46709,2023-11-20,North Macedonia,England,1,1,UEFA Euro qualification,Skopje,North Macedonia,False,1,0,0.4,0.8
46711,2023-11-20,Albania,Faroe Islands,0,0,UEFA Euro qualification,Tirana,Albania,False,1,0,0.6,0.0
46764,2023-11-21,Austria,Germany,2,0,Friendly,Vienna,Austria,False,1,1,0.6,0.2
46765,2023-11-21,Poland,Latvia,2,0,Friendly,Warsaw,Poland,False,1,1,0.4,0.2
46767,2023-11-21,Gibraltar,Netherlands,0,6,UEFA Euro qualification,Faro-Loulé,Portugal,True,0,2,0.0,0.8
46768,2023-11-21,Greece,France,2,2,UEFA Euro qualification,Athens,Greece,False,1,0,0.4,0.8
46769,2023-11-21,Wales,Turkey,1,1,UEFA Euro qualification,Cardiff,Wales,False,1,0,0.6,0.8
46770,2023-11-21,Croatia,Armenia,1,0,UEFA Euro qualification,Zagreb,Croatia,False,1,1,0.6,0.0
46771,2023-11-21,Andorra,Israel,0,2,UEFA Euro qualification,Andorra la Vella,Andorra,False,1,2,0.0,0.2
46772,2023-11-21,Kosovo,Belarus,0,1,UEFA Euro qualification,Pristina,Kosovo,False,1,2,0.4,0.2
46773,2023-11-21,Romania,Switzerland,1,0,UEFA Euro qualification,Bucharest,Romania,False,1,1,0.6,0.2
46833,2024-01-12,Sweden,Estonia,2,1,Friendly,Paphos,Cyprus,True,0,1,0.4,0.0
46981,2024-03-21,Cyprus,Latvia,1,1,Friendly,Larnaca,Cyprus,False,1,0,0.2,0.2
46986,2024-03-21,Portugal,Sweden,5,2,Friendly,Guimarães,Portugal,False,1,1,1.0,0.6
46961,2024-03-21,Greece,Kazakhstan,5,0,UEFA Euro qualification,Athens,Greece,False,1,1,0.4,0.6
46984,2024-03-21,Malta,Slovenia,2,2,Friendly,Ta' Qali,Malta,False,1,0,0.2,0.8
46960,2024-03-21,Georgia,Luxembourg,2,0,UEFA Euro qualification,Tbilisi,Georgia,False,1,1,0.2,0.4
46985,2024-03-21,Montenegro,Belarus,2,0,Friendly,Antalya,Turkey,True,0,1,0.4,0.4
46958,2024-03-21,Israel,Iceland,1,4,UEFA Euro qualification,Budapest,Hungary,True,0,2,0.4,0.4
46955,2024-03-21,Gibraltar,Lithuania,0,1,UEFA Nations League,Faro-Loulé,Portugal,True,0,2,0.0,0.2
46959,2024-03-21,Bosnia and Herzegovina,Ukraine,1,2,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,1,2,0.2,0.4
46957,2024-03-21,Wales,Finland,4,1,UEFA Euro qualification,Cardiff,Wales,False,1,1,0.6,0.4
46956,2024-03-21,Poland,Estonia,5,1,UEFA Euro qualification,Warsaw,Poland,False,1,1,0.4,0.0
47001,2024-03-22,Armenia,Kosovo,0,1,Friendly,Yerevan,Armenia,False,1,2,0.0,0.4
47004,2024-03-22,Hungary,Turkey,1,0,Friendly,Budapest,Hungary,False,1,1,0.4,0.6
47005,2024-03-22,Liechtenstein,Faroe Islands,0,4,Friendly,San Pedro Alcántara,Spain,True,0,2,0.0,0.0
47008,2024-03-22,Netherlands,Scotland,4,0,Friendly,Amsterdam,Netherlands,False,1,1,0.8,0.0
47011,2024-03-22,North Macedonia,Moldova,1,1,Friendly,Antalya,Turkey,True,0,0,0.4,0.2
47012,2024-03-22,Norway,Czech Republic,1,2,Friendly,Oslo,Norway,False,1,2,0.6,0.4
47014,2024-03-22,Romania,Northern Ireland,1,1,Friendly,Bucharest,Romania,False,1,0,0.8,0.4
47028,2024-03-23,Slovakia,Austria,0,2,Friendly,Bratislava,Slovakia,False,1,2,0.8,0.8
47027,2024-03-23,Republic of Ireland,Belgium,0,0,Friendly,Dublin,Republic of Ireland,False,1,0,0.2,0.8
47022,2024-03-23,Denmark,Switzerland,0,0,Friendly,Copenhagen,Denmark,False,1,0,0.8,0.2
47025,2024-03-23,France,Germany,0,2,Friendly,Lyon,France,False,1,2,0.6,0.2
47039,2024-03-25,Azerbaijan,Bulgaria,1,1,FIFA Series,Baku,Azerbaijan,False,1,0,0.4,0.0
47046,2024-03-25,Cyprus,Serbia,0,1,Friendly,Larnaca,Cyprus,False,1,2,0.2,0.4
47048,2024-03-25,Montenegro,North Macedonia,1,0,Friendly,Antalya,Turkey,True,0,1,0.6,0.2
47049,2024-03-25,Sweden,Albania,1,0,Friendly,Stockholm,Sweden,False,1,1,0.4,0.6
47090,2024-03-26,Malta,Belarus,0,0,Friendly,Ta' Qali,Malta,False,1,0,0.0,0.4
47089,2024-03-26,Latvia,Liechtenstein,1,1,Friendly,Larnaca,Cyprus,True,0,0,0.2,0.0
47093,2024-03-26,Norway,Slovakia,1,1,Friendly,Oslo,Norway,False,1,0,0.4,0.6
